rowcol Oct-1990 Nov-1990 Dec-1990 Jan-1991 Feb-1991 Mar-1991 Apr-1991 May-1991 Jun-1991 Jul-1991 Aug-1991 Sep-1991 Oct-1991 Nov-1991 Dec-1991 Jan-1992 Feb-1992 Mar-1992 Apr-1992 May-1992 Jun-1992 Jul-1992 Aug-1992 Sep-1992 Oct-1992 Nov-1992 Dec-1992 Jan-1993 Feb-1993 Mar-1993 Apr-1993 May-1993 Jun-1993 Jul-1993 Aug-1993 Sep-1993 Oct-1993 Nov-1993 Dec-1993 Jan-1994 Feb-1994 Mar-1994 Apr-1994 May-1994 Jun-1994 Jul-1994 Aug-1994 Sep-1994 Oct-1994 Nov-1994 Dec-1994 Jan-1995 Feb-1995 Mar-1995 Apr-1995 May-1995 Jun-1995 Jul-1995 Aug-1995 Sep-1995 Oct-1995 Nov-1995 Dec-1995 Jan-1996 Feb-1996 Mar-1996 Apr-1996 May-1996 Jun-1996 Jul-1996 Aug-1996 Sep-1996 Oct-1996 Nov-1996 Dec-1996 Jan-1997 Feb-1997 Mar-1997 Apr-1997 May-1997 Jun-1997 Jul-1997 Aug-1997 Sep-1997 Oct-1997 Nov-1997 Dec-1997 Jan-1998 Feb-1998 Mar-1998 Apr-1998 May-1998 Jun-1998 Jul-1998 Aug-1998 Sep-1998 Oct-1998 Nov-1998 Dec-1998 Jan-1999 Feb-1999 Mar-1999 Apr-1999 May-1999 Jun-1999 Jul-1999 Aug-1999 Sep-1999 Oct-1999 Nov-1999 Dec-1999 Jan-2000 Feb-2000 Mar-2000 Apr-2000 May-2000 Jun-2000 Jul-2000 Aug-2000 Sep-2000 Oct-2000 Nov-2000 Dec-2000 Jan-2001 Feb-2001 Mar-2001 Apr-2001 May-2001 Jun-2001 Jul-2001 Aug-2001 Sep-2001 Oct-2001 Nov-2001 Dec-2001 Jan-2002 Feb-2002 Mar-2002 Apr-2002 May-2002 Jun-2002 Jul-2002 Aug-2002 Sep-2002 Oct-2002 Nov-2002 Dec-2002 Jan-2003 Feb-2003 Mar-2003 Apr-2003 May-2003 Jun-2003 Jul-2003 Aug-2003 Sep-2003 Oct-2003 Nov-2003 Dec-2003 Jan-2004 Feb-2004 Mar-2004 Apr-2004 May-2004 Jun-2004 Jul-2004 Aug-2004 Sep-2004 Oct-2004 Nov-2004 Dec-2004 Jan-2005 Feb-2005 Mar-2005 Apr-2005 May-2005 Jun-2005 Jul-2005 Aug-2005 Sep-2005 Oct-2005 Nov-2005 Dec-2005 Jan-2006 Feb-2006 Mar-2006 Apr-2006 May-2006 Jun-2006 Jul-2006 Aug-2006 Sep-2006 Oct-2006 Nov-2006 Dec-2006 Jan-2007 Feb-2007 Mar-2007 Apr-2007 May-2007 Jun-2007 Jul-2007 Aug-2007 Sep-2007 Oct-2007 Nov-2007 Dec-2007 Jan-2008 Feb-2008 Mar-2008 Apr-2008 May-2008 Jun-2008 Jul-2008 Aug-2008 Sep-2008 Oct-2008 Nov-2008 Dec-2008 Jan-2009 Feb-2009 Mar-2009 Apr-2009 May-2009 Jun-2009 Jul-2009 Aug-2009 Sep-2009 Oct-2009 Nov-2009 Dec-2009 Jan-2010 Feb-2010 Mar-2010 Apr-2010 May-2010 Jun-2010 Jul-2010 Aug-2010 Sep-2010 Oct-2010 Nov-2010 Dec-2010 Jan-2011 Feb-2011 Mar-2011 Apr-2011 May-2011 Jun-2011 Jul-2011 Aug-2011 Sep-2011
23896 0 0 0 0 2653 8433 5250 7017 1198 535 185 35 0 0 29 386 7976 9020 15811 2312 1226 625 119 7 0 0 255 13805 15757 40714 27759 36258 21023 1244 816 480 373 262 324 5042 5271 8310 5188 4831 874 183 0 0 0 0 0 40458 43719 52447 35704 35703 21943 3344 1082 703 566 468 25803 37995 57776 32979 32023 28044 3996 1072 472 338 213 23034 63196 80077 28361 20340 19622 7087 1466 1084 1147 827 685 1562 5137 36722 37178 53878 30460 34068 30260 3993 949 704 648 16019 20667 29616 36884 34644 26648 28057 17065 878 631 353 245 359 3946 24334 25981 27574 32182 19131 10395 1235 457 273 219 149 177 397 1846 9495 4765 1192 707 197 0 0 0 0 7921 25722 18336 14888 21412 10330 1362 797 262 97 30 58 34828 48521 34107 31404 29861 29606 12687 1325 1262 659 464 368 8083 13935 36706 29620 22902 16741 1507 832 318 148 160 115 12163 13422 32303 17141 15508 28012 8308 1390 457 266 178 363 67811 75014 54668 28452 31898 43526 16177 1032 735 444 309 773 21886 17427 17021 25561 13213 6091 1210 560 155 7 16 0 4164 11186 19064 19606 14564 25926 4181 920 430 215 141 94 158 4260 8750 15323 9552 14971 1867 752 258 74 77 23 43 11096 12587 13677 20720 21723 26002 933 565 395 774 6233 25644 24574 15886 31164 33482 23622 27087 6200 1195 682
23895 26 0 0 0 2686 8516 5367 7154 1346 669 282 111 47 27 71 446 8058 9131 15941 2458 1378 766 211 79 41 20 298 13977 15921 40878 27931 36432 21201 1415 964 598 463 336 396 5131 5384 8443 5335 4987 1032 297 71 36 0 0 0 40767 43943 52798 35981 35945 22161 3539 1248 839 675 559 25968 38463 58102 33252 32263 28261 4200 1252 616 452 299 23113 63533 80535 28704 20630 19869 7307 1667 1260 1296 949 782 1647 5240 36992 37407 54126 30684 34277 30459 4180 1109 838 758 16135 20847 29959 37166 34894 26872 28260 17253 1050 774 466 329 432 4025 24552 26188 27811 32394 19332 10587 1410 587 380 301 217 243 474 1940 9615 4906 1341 854 306 63 29 0 0 8039 25957 18619 15121 21624 10530 1550 962 378 190 95 111 35242 48921 34603 31788 30179 29879 12923 1527 1433 798 570 453 8174 14077 37238 29981 23195 16988 1724 1014 454 252 239 182 12244 13582 32985 17551 15837 28281 8544 1590 602 382 263 437 68214 75541 55124 28823 32202 43782 16402 1225 892 567 400 848 22004 17622 17344 25813 13441 6298 1401 718 260 86 72 39 4216 11340 19453 19891 14812 26142 4382 1095 560 319 217 154 219 4340 8879 15495 9724 15142 2043 905 371 163 143 76 95 11170 12802 13872 20910 21909 26181 1100 701 505 870 6324 25880 24809 16179 31524 33765 23868 27304 6394 1361 819
23795 104 60 45 44 2754 8609 5480 7281 1480 791 373 195 114 86 135 521 8148 9239 16064 2591 1515 893 293 160 106 75 362 14145 16069 41030 28088 36592 21362 1566 1098 713 561 423 483 5229 5496 8568 5470 5128 1174 394 141 101 46 30 33 41061 44140 53104 36214 36157 22353 3710 1396 966 784 659 26130 38865 58368 33484 32473 28455 4377 1410 746 565 394 23207 63840 80918 28978 20872 20083 7499 1843 1416 1434 1067 883 1740 5345 37239 37605 54345 30882 34464 30638 4343 1252 963 868 16250 21014 30260 37405 35111 27070 28442 17423 1202 907 577 423 519 4117 24756 26370 28020 32583 19512 10759 1566 703 488 393 300 326 563 2040 9730 5034 1476 987 398 124 88 39 29 8169 26175 18866 15322 21813 10708 1716 1111 481 286 175 184 35618 49254 35006 32092 30439 30109 13126 1701 1583 927 678 549 8274 14214 37691 30269 23437 17199 1912 1175 579 358 329 265 12337 13736 33555 17867 16101 28509 8745 1764 726 496 358 525 68581 75971 55482 29119 32453 44003 16598 1393 1035 686 499 936 22128 17801 17627 26028 13639 6480 1570 858 356 174 146 106 4289 11489 19789 20126 15023 26334 4558 1251 678 425 305 233 299 4431 9003 15651 9878 15298 2198 1037 471 257 223 149 167 11257 13001 14044 21080 22078 26344 1250 827 614 969 6421 26101 25016 16434 31830 34003 24081 27497 6565 1510 947
23695 190 137 118 117 2830 8699 5584 7395 1601 900 451 277 186 152 203 596 8232 9337 16172 2711 1638 1006 361 239 175 139 429 14290 16196 41158 28222 36728 21499 1698 1218 819 653 509 569 5320 5597 8680 5590 5253 1300 474 200 172 105 84 89 41303 44299 53344 36400 36330 22513 3856 1525 1081 886 753 26268 39176 58569 33669 32644 28616 4529 1548 862 670 486 23293 64087 81205 29189 21066 20258 7661 1994 1554 1556 1175 978 1827 5441 37439 37765 54522 31044 34620 30788 4484 1379 1076 970 16353 21155 30501 37594 35286 27234 28594 17566 1337 1026 682 513 605 4204 24927 26520 28191 32738 19664 10906 1702 801 588 482 383 409 651 2134 9834 5149 1597 1105 474 175 155 95 81 8288 26357 19066 15489 21970 10858 1861 1243 569 378 255 260 35918 49506 35303 32325 30642 30295 13293 1851 1716 1043 778 641 8367 14334 38038 30489 23630 17374 2070 1316 690 459 417 349 12424 13870 33970 18104 16309 28693 8912 1912 830 601 449 612 68870 76285 55744 29345 32650 44181 16759 1539 1162 796 593 1021 22237 17953 17855 26203 13804 6635 1716 981 439 261 223 178 4362 11619 20057 20313 15198 26494 4709 1388 779 524 392 314 381 4518 9113 15783 10010 15432 2335 1151 555 346 303 224 243 11339 13171 14190 21224 22221 26483 1382 939 717 1061 6510 26285 25185 16641 32070 34191 24256 27657 6711 1640 1062
23696 227 156 123 116 2836 8718 5615 7434 1645 937 473 299 200 162 215 614 8254 9368 16210 2756 1685 1046 378 258 187 146 442 14385 16259 41214 28282 36788 21559 1757 1267 860 688 540 599 5353 5636 8724 5639 5304 1350 499 210 179 101 74 79 41509 44391 53528 36511 36424 22596 3929 1586 1131 928 792 26354 39456 58696 33774 32737 28699 4605 1611 910 709 518 23321 64292 81444 29322 21180 20354 7746 2068 1616 1610 1222 1019 1862 5483 37592 37856 54628 31132 34699 30860 4550 1435 1123 1011 16396 21237 30691 37713 35385 27321 28670 17633 1397 1075 721 545 635 4234 25048 26607 28296 32820 19741 10977 1766 843 626 513 412 436 680 2165 9871 5194 1644 1149 495 180 157 86 69 8355 26488 19209 15583 22052 10934 1930 1300 602 408 277 280 36196 49705 35551 32474 30760 30396 13379 1923 1775 1092 818 678 8402 14394 38363 30630 23741 17467 2151 1380 735 495 446 375 12452 13944 34389 18253 16428 28791 8998 1984 875 642 481 641 69131 76556 55933 29485 32762 44275 16842 1608 1217 840 629 1051 22290 18047 18031 26304 13894 6714 1786 1033 467 287 242 193 4379 11694 20283 20426 15294 26575 4783 1451 820 561 421 339 406 4545 9161 15849 10070 15490 2395 1197 584 374 324 243 262 11361 13286 14266 21294 22289 26545 1442 985 756 1096 6544 26423 25294 16787 32251 34305 24353 27739 6784 1702 1113
23596 241 161 123 112 2831 8720 5624 7447 1661 948 472 299 196 156 210 612 8255 9376 16222 2774 1703 1059 372 256 181 138 436 14448 16291 41242 28312 36818 21589 1784 1288 875 697 547 606 5362 5648 8740 5659 5325 1371 499 201 172 88 59 64 41662 44444 53652 36576 36478 22641 3966 1614 1152 943 804 26408 39655 58771 33834 32789 28745 4644 1642 928 723 526 23327 64442 81607 29399 21246 20408 7791 2105 1646 1634 1240 1033 1871 5497 37698 37908 54692 31181 34743 30899 4583 1460 1142 1026 16416 21284 30822 37784 35443 27369 28711 17667 1425 1095 734 554 641 4241 25130 26655 28359 32866 19782 11015 1797 856 639 521 417 441 686 2173 9883 5210 1662 1164 492 165 148 70 52 8398 26575 19302 15636 22098 10975 1965 1327 608 416 279 279 36401 49835 35716 32564 30828 30453 13425 1959 1802 1112 832 688 8412 14427 38596 30714 23805 17519 2194 1412 752 506 452 379 12457 13988 34689 18341 16496 28846 9045 2020 890 656 490 648 69324 76742 56052 29569 32826 44328 16885 1642 1241 857 640 1057 22319 18103 18151 26362 13944 6756 1820 1055 471 292 242 191 4376 11741 20441 20491 15348 26620 4821 1480 833 572 427 343 409 4551 9185 15882 10098 15517 2423 1214 588 379 325 242 261 11363 13365 14307 21330 22324 26576 1470 1002 769 1106 6552 26518 25360 16881 32370 34370 24407 27784 6822 1732 1135
23595 395 308 265 254 2975 8874 5789 7620 1838 1112 606 442 331 287 343 751 8401 9534 16390 2950 1882 1227 491 395 313 266 566 14655 16473 41423 28499 37007 21779 1969 1463 1039 851 696 756 5515 5810 8910 5836 5506 1553 628 314 306 213 179 186 41958 44648 53927 36800 36694 22846 4162 1796 1324 1104 960 26608 39990 59000 34058 33005 28954 4843 1831 1098 886 679 23476 64735 81912 29635 21476 20627 7998 2304 1835 1812 1406 1189 2020 5654 37952 38114 54915 31391 34947 31097 4774 1641 1313 1188 16582 21482 31101 38010 35662 27580 28910 17860 1611 1270 897 705 790 4391 25358 26856 28579 33070 19984 11212 1986 1007 798 673 564 589 837 2328 10046 5382 1839 1338 617 269 276 191 170 8582 26810 19547 15848 22303 11175 2159 1511 747 567 422 419 36741 50111 36024 32816 31060 30676 13633 2156 1986 1284 992 843 8567 14609 38954 30958 24032 17735 2397 1602 917 666 603 526 12608 14183 35092 18592 16732 29069 9254 2216 1044 819 643 797 69652 77061 56325 29817 33056 44546 17090 1836 1422 1024 795 1205 22492 18310 18421 26581 14156 6959 2016 1229 605 440 383 327 4514 11934 20745 20717 15566 26825 5020 1668 987 730 575 487 555 4701 9359 16071 10285 15705 2612 1379 724 529 468 381 401 11508 13593 14504 21525 22519 26766 1655 1170 930 1260 6704 26758 25577 17129 32642 34596 24626 27989 7017 1916 1308
23495 543 450 403 389 3109 9016 5943 7780 2004 1264 725 570 449 402 459 874 8529 9678 16543 3114 2047 1381 596 517 428 376 679 14861 16643 41587 28670 37178 21952 2141 1626 1190 994 835 895 5658 5960 9067 6000 5674 1721 744 412 422 320 281 289 42268 44834 54197 37002 36887 23032 4342 1966 1483 1254 1107 26803 40341 59206 34257 33198 29142 5027 2005 1255 1038 823 23612 65035 82215 29849 21684 20825 8189 2489 2010 1978 1563 1336 2159 5800 38205 38301 55118 31580 35132 31277 4950 1808 1471 1340 16738 21671 31382 38218 35859 27770 29091 18036 1784 1432 1047 846 929 4531 25587 27042 28786 33255 20169 11393 2161 1146 946 814 702 727 978 2473 10197 5542 2003 1497 729 357 385 290 266 8765 27043 19785 16042 22490 11360 2340 1681 874 705 551 546 37105 50380 36333 33047 31269 30876 13821 2336 2157 1444 1141 988 8711 14782 39343 31180 24237 17931 2584 1777 1068 812 743 664 12745 14374 35557 18821 16944 29267 9446 2395 1185 971 785 938 69997 77387 56583 30042 33261 44740 17275 2014 1588 1179 940 1344 22658 18510 18692 26779 14350 7146 2197 1390 728 575 513 453 4638 12124 21059 20922 15764 27011 5203 1842 1129 876 713 622 692 4840 9525 16248 10458 15878 2789 1532 848 664 599 508 529 11639 13822 14689 21704 22698 26939 1827 1324 1080 1403 6843 27000 25783 17370 32907 34799 24822 28175 7196 2087 1468
23496 536 437 385 369 3088 9000 5932 7772 1998 1253 705 551 427 378 436 853 8511 9666 16534 3110 2043 1372 571 496 404 350 654 14898 16650 41591 28676 37185 21958 2144 1623 1182 982 821 882 5646 5950 9062 5997 5673 1718 725 385 397 290 250 258 42386 44857 54283 37034 36911 23049 4352 1969 1480 1247 1098 26832 40492 59244 34285 33221 29160 5039 2010 1251 1029 810 23598 65148 82332 29890 21718 20849 8206 2500 2014 1977 1558 1327 2147 5792 38279 38323 55153 31601 35149 31289 4957 1808 1467 1333 16737 21693 31475 38255 35886 27790 29105 18044 1787 1429 1038 834 915 4518 25640 27063 28820 33273 20184 11405 2166 1137 937 801 687 712 964 2460 10188 5536 1998 1490 707 325 358 258 233 8786 27101 19845 16066 22508 11373 2349 1683 860 691 533 527 37265 50467 36452 33099 31303 30902 13838 2345 2159 1440 1132 978 8701 14792 39525 31226 24268 17952 2598 1782 1062 802 729 648 12731 14394 35799 18869 16978 29292 9463 2404 1177 963 773 924 70146 77522 56660 30089 33292 44763 17291 2022 1588 1173 929 1330 22665 18540 18776 26806 14371 7160 2206 1388 711 559 494 432 4617 12146 21177 20954 15788 27028 5214 1846 1120 866 699 606 676 4825 9527 16258 10462 15882 2793 1526 832 649 581 488 509 11622 13873 14703 21715 22708 26946 1830 1319 1071 1392 6832 27065 25819 17430 32988 34832 24846 28191 7207 2091 1466
23396 674 568 512 492 3210 9128 6068 7914 2142 1389 822 668 538 486 544 965 8628 9794 16670 3254 2187 1508 680 609 512 455 760 15097 16807 41745 28835 37345 22117 2296 1767 1318 1112 948 1009 5775 6085 9202 6144 5822 1866 844 491 506 392 348 356 42703 45034 54553 37224 37091 23220 4514 2119 1623 1383 1232 27022 40848 59440 34471 33400 29335 5204 2164 1392 1165 940 23726 65457 82639 30090 21910 21030 8378 2663 2168 2125 1698 1461 2274 5926 38533 38501 55349 31779 35322 31456 5115 1957 1609 1470 16883 21874 31756 38452 36070 27967 29272 18204 1939 1572 1173 963 1043 4646 25865 27240 29017 33448 20355 11570 2322 1271 1070 930 813 837 1091 2588 10322 5677 2141 1630 822 424 461 354 326 8962 27332 20076 16245 22681 11541 2509 1833 985 818 653 645 37637 50734 36761 33316 31496 31086 14008 2504 2309 1582 1266 1109 8832 14954 39924 31434 24456 18130 2765 1936 1200 934 856 773 12858 14574 36282 19079 17171 29475 9635 2563 1312 1098 902 1052 70503 77853 56910 30299 33482 44943 17459 2179 1735 1311 1060 1457 22822 18732 19042 26991 14549 7329 2366 1533 834 682 613 548 4732 12326 21492 21145 15969 27200 5378 1999 1254 998 825 730 800 4951 9678 16422 10619 16040 2950 1667 955 774 701 606 626 11742 14095 14874 21881 22874 27105 1983 1459 1206 1522 6960 27306 26016 17661 33249 35022 25028 28363 7369 2244 1610
23397 752 636 572 547 3261 9183 6129 7980 2212 1455 880 724 589 534 593 1015 8680 9852 16734 3324 2259 1575 735 662 561 501 807 15214 16896 41828 28921 37431 22204 2381 1844 1390 1178 1011 1071 5837 6150 9272 6217 5897 1940 905 542 555 434 386 394 42914 45148 54736 37350 37204 23323 4609 2205 1701 1456 1301 27133 41096 59572 34590 33512 29439 5301 2252 1468 1235 1005 23787 65663 82852 30225 22036 21144 8481 2757 2254 2205 1774 1532 2342 5995 38697 38613 55473 31888 35425 31553 5206 2039 1685 1542 16958 21978 31946 38582 36187 28075 29370 18295 2024 1648 1243 1027 1106 4708 26004 27348 29140 33553 20455 11666 2411 1345 1140 995 875 898 1151 2649 10385 5746 2212 1699 878 470 505 393 363 9059 27478 20230 16360 22786 11639 2601 1916 1052 881 711 700 37894 50919 36976 33464 31622 31201 14110 2596 2393 1658 1337 1177 8898 15043 40201 31578 24579 18240 2864 2024 1275 1002 918 833 12917 14674 36615 19224 17298 29588 9739 2656 1388 1169 967 1114 70747 78085 57083 30441 33604 45054 17559 2270 1816 1385 1128 1521 22907 18846 19222 27111 14659 7429 2457 1612 898 743 669 601 4784 12427 21707 21272 16083 27302 5474 2086 1327 1066 888 790 859 5010 9756 16510 10703 16123 3034 1742 1019 835 758 660 679 11796 14229 14974 21975 22967 27193 2068 1535 1276 1589 7025 27460 26144 17816 33428 35149 25142 28466 7465 2332 1690
23297 907 782 710 680 3390 9317 6270 8127 2363 1599 1011 851 711 653 712 1137 8805 9987 16877 3474 2410 1720 861 786 678 616 923 15430 17070 41996 29094 37605 22377 2547 2000 1538 1320 1150 1209 5976 6294 9421 6371 6054 2096 1040 663 673 544 493 500 43262 45352 55038 37568 37407 23514 4788 2372 1858 1605 1446 27340 41489 59795 34799 33713 29633 5482 2420 1623 1382 1146 23925 66004 83194 30453 22253 21347 8670 2935 2422 2366 1927 1679 2483 6141 38977 38814 55693 32088 35617 31737 5380 2202 1841 1692 17117 22176 32259 38806 36395 28273 29554 18469 2190 1803 1390 1168 1244 4846 26251 27547 29360 33749 20645 11848 2582 1497 1287 1135 1012 1033 1287 2785 10526 5894 2363 1846 1008 585 618 498 465 9249 27732 20490 16564 22979 11824 2776 2078 1195 1019 841 827 38303 51219 37319 33709 31839 31406 14296 2771 2557 1813 1484 1320 9040 15219 40637 31815 24792 18437 3046 2192 1428 1146 1056 968 13052 14867 37134 19462 17514 29791 9928 2830 1540 1317 1107 1252 71139 78451 57364 30678 33817 45255 17744 2442 1976 1536 1272 1659 23078 19057 19519 27321 14858 7614 2631 1771 1037 877 797 726 4908 12622 22056 21490 16286 27491 5654 2254 1477 1211 1025 924 992 5145 9917 16686 10871 16292 3202 1897 1159 971 888 787 805 11925 14470 15164 22158 23147 27367 2235 1689 1424 1731 7166 27726 26368 18076 33721 35366 25346 28656 7645 2501 1849
23197 1014 880 801 766 3473 9405 6364 8228 2467 1696 1095 930 783 722 780 1208 8880 10073 16971 3578 2515 1816 939 860 746 681 989 15596 17195 42116 29220 37732 22502 2666 2109 1639 1414 1239 1297 6065 6388 9522 6478 6164 2203 1130 738 742 606 550 557 43558 45507 55291 37738 37562 23655 4919 2490 1967 1707 1544 27499 41829 59970 34961 33866 29779 5614 2540 1729 1481 1238 24015 66295 83485 30632 22422 21503 8810 3064 2541 2478 2033 1777 2576 6238 39207 38968 55866 32241 35762 31873 5506 2317 1948 1794 17228 22327 32523 38981 36555 28423 29690 18595 2308 1910 1490 1260 1334 4935 26449 27697 29533 33897 20787 11982 2706 1602 1385 1227 1100 1119 1373 2873 10619 5994 2465 1944 1091 652 681 553 517 9387 27937 20701 16720 23125 11960 2903 2193 1290 1108 923 906 38659 51471 37611 33905 32008 31562 14434 2896 2672 1920 1582 1414 9134 15347 41019 32004 24957 18585 3180 2311 1532 1241 1145 1054 13139 15013 37596 19652 17683 29946 10068 2955 1645 1416 1199 1342 71478 78764 57594 30866 33982 45407 17881 2566 2087 1639 1367 1750 23201 19220 19767 27485 15011 7751 2757 1880 1129 963 877 803 4984 12768 22354 21660 16442 27633 5785 2372 1580 1307 1114 1009 1077 5231 10031 16815 10994 16413 3324 2004 1252 1058 970 865 882 12004 14662 15306 22293 23282 27494 2354 1795 1523 1826 7258 27944 26543 18288 33965 35536 25502 28798 7777 2622 1960
23097 1224 1081 995 955 3659 9595 6562 8433 2675 1897 1282 1111 956 891 949 1379 9056 10260 17168 3784 2722 2015 1120 1034 914 844 1154 15868 17425 42343 29453 37968 22735 2889 2321 1843 1610 1430 1487 6257 6585 9726 6688 6378 2414 1322 915 912 767 706 712 43967 45770 55655 38018 37826 23905 5155 2712 2180 1912 1744 27767 42283 60255 35232 34129 30034 5852 2765 1939 1684 1433 24209 66700 83891 30921 22701 21767 9057 3298 2764 2695 2241 1978 2770 6437 39549 39231 56149 32503 36017 32118 5737 2536 2160 2000 17447 22585 32897 39267 36826 28683 29934 18827 2530 2121 1692 1455 1525 5127 26757 27956 29816 34155 21038 12224 2933 1810 1587 1422 1290 1306 1561 3062 10813 6196 2669 2145 1277 821 843 707 668 9630 28249 21022 16985 23379 12204 3135 2410 1489 1300 1107 1085 39130 51834 38015 34211 32286 31828 14677 3125 2891 2130 1784 1611 9330 15582 41515 32304 25231 18841 3418 2535 1739 1440 1336 1241 13328 15267 38175 19952 17959 30209 10315 3184 1854 1618 1394 1533 71933 79193 57937 31164 34257 45668 18123 2793 2302 1845 1564 1942 23430 19491 20126 27757 15271 7994 2987 2094 1324 1150 1057 980 5160 13020 22763 21940 16706 27882 6021 2595 1786 1506 1305 1195 1263 5418 10250 17049 11221 16642 3550 2216 1448 1248 1153 1044 1059 12185 14962 15556 22537 23525 27727 2578 2005 1726 2022 7452 28272 26828 18609 34320 35815 25767 29048 8014 2848 2176
22997 1426 1273 1179 1135 3835 9776 6750 8629 2875 2089 1460 1283 1120 1050 1107 1540 9221 10436 17354 3982 2920 2205 1292 1199 1071 998 1308 16127 17645 42558 29678 38193 22957 3103 2524 2039 1798 1613 1667 6438 6772 9920 6890 6583 2616 1507 1084 1073 918 852 857 44360 46023 56005 38288 38080 24144 5383 2925 2385 2109 1936 28024 42723 60530 35494 34382 30279 6080 2980 2141 1878 1620 24391 67088 84282 31202 22971 22022 9294 3523 2978 2904 2442 2169 2955 6626 39879 39484 56422 32756 36262 32352 5959 2746 2364 2198 17657 22833 33259 39542 37086 28933 30166 19047 2742 2322 1886 1642 1708 5309 27054 28205 30089 34404 21279 12457 3152 2010 1780 1607 1470 1484 1739 3241 10997 6388 2864 2337 1454 981 996 851 808 9861 28549 21333 17242 23625 12438 3357 2619 1679 1483 1281 1255 39585 52185 38408 34508 32554 32083 14909 3345 3100 2331 1977 1798 9516 15807 41996 32595 25496 19088 3647 2748 1938 1629 1518 1419 13507 15511 38740 20243 18228 30462 10552 3403 2054 1812 1579 1715 72370 79607 58268 31452 34521 45919 18354 3011 2507 2042 1754 2125 23650 19752 20474 28021 15524 8229 3207 2297 1510 1328 1228 1147 5326 13262 23159 22211 16962 28121 6248 2808 1984 1697 1488 1373 1440 5596 10460 17274 11441 16861 3768 2419 1637 1429 1326 1213 1226 12355 15252 15797 22773 23759 27949 2793 2206 1920 2211 7637 28589 27104 18922 34662 36085 26023 29288 8244 3066 2384
22897 1568 1406 1304 1255 3951 9897 6879 8765 3015 2220 1578 1395 1225 1150 1206 1640 9325 10553 17480 4120 3059 2333 1404 1304 1169 1092 1402 16325 17804 42714 29843 38359 23119 3258 2668 2176 1927 1736 1788 6560 6899 10055 7032 6729 2757 1632 1192 1174 1010 939 943 44688 46215 56292 38497 38273 24322 5550 3078 2532 2248 2070 28221 43099 60744 35695 34575 30463 6248 3136 2283 2013 1747 24515 67413 84609 31422 23181 22217 9472 3687 3132 3053 2583 2302 3081 6756 40148 39677 56633 32949 36446 32526 6120 2896 2510 2338 17808 23023 33559 39757 37287 29123 30338 19207 2894 2463 2022 1770 1832 5432 27290 28395 30302 34593 21461 12630 3311 2151 1915 1734 1592 1603 1858 3360 11122 6520 2999 2467 1570 1080 1088 935 888 10030 28786 21582 17439 23810 12612 3519 2766 1809 1607 1397 1366 39975 52474 38738 34743 32761 32276 15080 3504 3250 2473 2111 1927 9643 15973 42414 32824 25700 19274 3816 2902 2077 1759 1642 1538 13626 15695 39239 20474 18435 30653 10728 3562 2194 1947 1706 1838 72743 79957 58537 31679 34725 46107 18525 3168 2652 2181 1884 2250 23810 19954 20760 28224 15716 8402 3366 2440 1636 1447 1340 1256 5433 13444 23492 22421 17158 28300 6414 2961 2121 1828 1612 1492 1558 5715 10610 17439 11602 17021 3927 2562 1766 1552 1442 1323 1334 12465 15481 15980 22951 23935 28112 2948 2347 2056 2340 7763 28845 27319 19173 34942 36293 26218 29468 8413 3225 2534
22797 1706 1534 1426 1372 4065 10016 7004 8898 3152 2347 1693 1504 1327 1248 1301 1738 9426 10667 17603 4252 3192 2456 1511 1406 1263 1182 1493 16515 17958 42867 30005 38523 23278 3408 2806 2310 2054 1857 1907 6679 7024 10188 7170 6870 2894 1751 1297 1272 1100 1024 1026 45006 46402 56571 38700 38461 24496 5713 3228 2675 2384 2201 28414 43462 60950 35891 34763 30642 6410 3286 2421 2145 1873 24639 67730 84926 31634 23384 22407 9642 3846 3281 3199 2722 2432 3204 6884 40410 39865 56840 33137 36626 32696 6277 3041 2652 2475 17957 23209 33850 39966 37482 29308 30506 19363 3042 2599 2154 1895 1954 5552 27519 28581 30510 34778 21638 12799 3465 2287 2046 1859 1711 1720 1974 3477 11243 6649 3129 2592 1682 1176 1178 1016 966 10193 29015 21822 17630 23991 12781 3676 2908 1935 1727 1510 1475 40352 52754 39058 34970 32962 32464 15245 3658 3395 2612 2242 2054 9768 16136 42817 33046 25897 19454 3978 3050 2212 1887 1763 1654 13744 15874 39721 20695 18634 30838 10899 3715 2328 2078 1831 1960 73105 80294 58797 31899 34922 46290 18690 3319 2792 2316 2012 2372 23967 20151 21038 28421 15903 8571 3520 2578 1757 1563 1450 1361 5537 13620 23815 22625 17348 28473 6576 3108 2254 1956 1733 1609 1673 5831 10756 17601 11758 17177 4082 2701 1890 1671 1554 1431 1439 12573 15702 16157 23125 24107 28271 3097 2484 2188 2466 7886 29094 27529 19417 35214 36496 26407 29642 8578 3380 2680
